Name,Email,Location,Role,Skills,Summary,Experience,Education,Projects
Adam Hayes,fryedawn@example.com,"Lake Dorothy, CT",Network Security Engineer,"Firewalls, IDS/IPS, VPN, Network Monitoring, Penetration Testing, Wireshark, Pandas","Adam Hayes is an experienced Network Security Engineer with skills in Firewalls, IDS/IPS, VPN, Network Monitoring, Penetration Testing, Wireshark, Pandas. Adept at delivering quality work in fast-paced environments.","Network Security Engineer at Jacobs LLC (2017-2019): Worked on projects involving Pandas, VPN, IDS/IPS. | Network Security Engineer at Hall, Gonzalez and Hill (2013-2015): Worked on projects involving VPN, Pandas, Penetration Testing. | Network Security Engineer at Jackson PLC (2011-2016): Worked on projects involving Wireshark, Network Monitoring, Firewalls.","MBA from Hoover Ltd University, Class of 2017","Project 1: Developed using Wireshark, Network Monitoring, IDS/IPS"
Joseph Torres,jamiethomas@example.net,"Davisborough, DE",SAP Developer,"SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration, Automation","Joseph Torres is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration, Automation. Adept at delivering quality work in fast-paced environments.","SAP Developer at Salazar PLC (2015-2018): Worked on projects involving Data Migration, Automation, SAP HANA. | SAP Developer at Hernandez Ltd (2011-2014): Worked on projects involving SQL, Data Migration, SAP Fiori. | SAP Developer at Ramos, Bell and Richards (2017-2020): Worked on projects involving SAP HANA, SAP Modules, SAP Fiori.","B.Tech from Joseph LLC University, Class of 2021","Project 1: Developed using SAP ABAP, Automation, SAP HANA"
Mackenzie Schmitt,lawrencemary@example.net,"Lake Frankport, NH",SAP Developer,"SAP HANA, SAP Modules, SQL, Data Migration, REST APIs, Statistics","Mackenzie Schmitt is an experienced SAP Developer with skills in SAP HANA, SAP Modules, SQL, Data Migration, REST APIs, Statistics. Adept at delivering quality work in fast-paced environments.","SAP Developer at Mcconnell, Bond and Sutton (2016-2020): Worked on projects involving SAP Modules, REST APIs, SAP HANA. | SAP Developer at Norris, Robinson and Curtis (2010-2011): Worked on projects involving Statistics, Data Migration, SAP Modules.","B.Tech from Taylor Inc University, Class of 2013","Project 1: Developed using SAP Modules, Statistics, SAP HANA | Project 2: Developed using SAP Modules, SQL, SAP HANA"
Jennifer Pena,mannkathryn@example.org,"New Jonathanstad, VI",SAP Developer,"SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL","Jennifer Pena is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL. Adept at delivering quality work in fast-paced environments.","SAP Developer at Ortiz, Zuniga and Smith (2012-2014): Worked on projects involving SAP ABAP, SAP Fiori, SQL. | SAP Developer at Harris Ltd (2020-2025): Worked on projects involving SAP Fiori, SAP HANA, SAP ABAP. | SAP Developer at Christian Ltd (2010-2015): Worked on projects involving SAP HANA, SAP Fiori, SQL.","B.Sc from Allen-Berger University, Class of 2010","Project 1: Developed using SQL, SAP Fiori, SAP HANA | Project 2: Developed using SAP ABAP, SQL, SAP Fiori"
Michael Weaver,hopkinsstacey@example.org,"Lake Anthony, PA",SAP Developer,"SAP ABAP, SAP Fiori, SAP HANA, SQL, Data Migration, .NET, Pandas","Michael Weaver is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP HANA, SQL, Data Migration, .NET, Pandas. Adept at delivering quality work in fast-paced environments.","SAP Developer at Morales and Sons (2011-2013): Worked on projects involving .NET, SAP HANA, SQL. | SAP Developer at Knapp Ltd (2019-2020): Worked on projects involving SQL, SAP ABAP, Pandas.","B.Tech from Saunders-Ross University, Class of 2011","Project 1: Developed using SQL, Pandas, SAP HANA"
Nicholas Jefferson,batestyler@example.com,"South Bradleyville, PR",SAP Developer,"SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration, SQL","Nicholas Jefferson is an experienced SAP Developer with skills in SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration, SQL. Adept at delivering quality work in fast-paced environments.","SAP Developer at Jennings-Hunter (2011-2012): Worked on projects involving SAP Fiori, Data Migration, SQL.","B.Sc from Rodriguez-Gallagher University, Class of 2021","Project 1: Developed using SQL, SAP HANA, SAP Fiori | Project 2: Developed using SQL, SAP Fiori, SAP Modules"
Amanda Barrett,macdonaldhannah@example.com,"Williamland, VI",SAP Developer,"SAP Fiori, SAP Modules, SQL, Data Migration, Oracle","Amanda Barrett is an experienced SAP Developer with skills in SAP Fiori, SAP Modules, SQL, Data Migration, Oracle. Adept at delivering quality work in fast-paced environments.","SAP Developer at James LLC (2012-2013): Worked on projects involving SAP Fiori, SQL, Data Migration. | SAP Developer at Blair Ltd (2016-2021): Worked on projects involving SQL, Oracle, Data Migration. | SAP Developer at Snyder LLC (2016-2018): Worked on projects involving Oracle, SAP Fiori, SAP Modules.","M.Sc from Rocha PLC University, Class of 2012","Project 1: Developed using SAP Modules, SAP Fiori, Oracle"
Miguel Figueroa,gloriamcbride@example.com,"Port Amy, IN",SAP Developer,"SAP HANA, SAP Modules, SQL, Data Migration, Solidity","Miguel Figueroa is an experienced SAP Developer with skills in SAP HANA, SAP Modules, SQL, Data Migration, Solidity. Adept at delivering quality work in fast-paced environments.","SAP Developer at Hill-Lopez (2012-2015): Worked on projects involving SAP Modules, SAP HANA, SQL. | SAP Developer at Hart, English and Norton (2012-2014): Worked on projects involving Data Migration, SAP HANA, SQL.","B.Sc from Steele-Heath University, Class of 2012","Project 1: Developed using Solidity, Data Migration, SAP Modules"
Darryl Hampton,imartin@example.net,"East Bruceside, SC",SAP Developer,"SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, CI/CD","Darryl Hampton is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, CI/CD. Adept at delivering quality work in fast-paced environments.","SAP Developer at Sanchez-May (2010-2013): Worked on projects involving SQL, SAP HANA, SAP Fiori.","B.Tech from Winters, Dalton and Hill University, Class of 2021","Project 1: Developed using SAP ABAP, SAP Fiori, CI/CD"
Elizabeth Phillips MD,wayneclark@example.org,"West Sarah, WY",SAP Developer,"SAP ABAP, SAP HANA, SAP Modules, SQL, Data Migration","Elizabeth Phillips MD is an experienced SAP Developer with skills in SAP ABAP, SAP HANA, SAP Modules, SQL, Data Migration. Adept at delivering quality work in fast-paced environments.","SAP Developer at Wells-Jones (2015-2020): Worked on projects involving SAP Modules, SAP HANA, SAP ABAP.","M.Tech from Gaines, Johnson and Lopez University, Class of 2022","Project 1: Developed using SAP HANA, SQL, SAP ABAP"
Robert Brown,juanolson@example.net,"Lake Kelly, NC",SAP Developer,"SAP ABAP, SAP Fiori, SAP Modules, SQL, Data Migration, Talend, Hive","Robert Brown is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP Modules, SQL, Data Migration, Talend, Hive. Adept at delivering quality work in fast-paced environments.","SAP Developer at Padilla, Vargas and Knapp (2017-2022): Worked on projects involving SQL, Hive, SAP ABAP.","B.Tech from Carrillo, Frederick and Johnson University, Class of 2018","Project 1: Developed using Talend, Hive, SQL | Project 2: Developed using SAP Fiori, Hive, SAP Modules"
Lauren Dickerson,kathy38@example.com,"Lake Juan, NE",SAP Developer,"SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration, ASP.NET, CI/CD","Lauren Dickerson is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration, ASP.NET, CI/CD. Adept at delivering quality work in fast-paced environments.","SAP Developer at Lee, Blackburn and Cruz (2014-2019): Worked on projects involving ASP.NET, SQL, SAP Fiori. | SAP Developer at Lopez-Mahoney (2012-2013): Worked on projects involving SAP HANA, SQL, CI/CD.","B.Tech from Martin, Flores and Barber University, Class of 2017","Project 1: Developed using SQL, SAP ABAP, SAP Fiori"
Dr. Miranda Wood,keithsawyer@example.com,"Teresabury, KS",SAP Developer,"SAP ABAP, SAP HANA, SQL, Data Migration","Dr. Miranda Wood is an experienced SAP Developer with skills in SAP ABAP, SAP HANA, SQL, Data Migration. Adept at delivering quality work in fast-paced environments.","SAP Developer at Ruiz LLC (2013-2014): Worked on projects involving Data Migration, SAP ABAP, SAP HANA.","M.Sc from Ross-Edwards University, Class of 2017","Project 1: Developed using SAP ABAP, Data Migration, SAP HANA"
Edward Torres,rachelsilva@example.com,"West Karinaton, HI",SAP Developer,"SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration, NumPy","Edward Torres is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration, NumPy. Adept at delivering quality work in fast-paced environments.","SAP Developer at Ramos, Marquez and Rice (2011-2016): Worked on projects involving SAP ABAP, Data Migration, SAP Fiori. | SAP Developer at Edwards, Perry and James (2010-2014): Worked on projects involving SAP HANA, Data Migration, SQL.","M.Sc from Carter, Gonzales and Mccormick University, Class of 2009","Project 1: Developed using NumPy, SAP HANA, SAP ABAP"
Bobby Perez,wilsonjesse@example.com,"Port Richard, NY",SAP Developer,"SAP Fiori, SAP Modules, SQL, Data Migration","Bobby Perez is an experienced SAP Developer with skills in SAP Fiori, SAP Modules, SQL, Data Migration. Adept at delivering quality work in fast-paced environments.","SAP Developer at Miller-Stephens (2014-2019): Worked on projects involving SAP Modules, SQL, Data Migration.","MBA from Powell LLC University, Class of 2013","Project 1: Developed using SAP Modules, Data Migration, SQL | Project 2: Developed using Data Migration, SQL, SAP Modules"
Scott Short,eric70@example.net,"Lake Jasonbury, MO",SAP Developer,"SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration","Scott Short is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration. Adept at delivering quality work in fast-paced environments.","SAP Developer at Bruce, Garcia and Perez (2020-2022): Worked on projects involving SAP Modules, SAP HANA, SQL. | SAP Developer at Leonard and Sons (2010-2012): Worked on projects involving SAP HANA, SAP Fiori, Data Migration.","MBA from Blanchard, Brown and Daniel University, Class of 2018","Project 1: Developed using SAP HANA, SAP Modules, Data Migration | Project 2: Developed using SAP Fiori, SAP ABAP, SAP HANA"
George Franklin,angela63@example.org,"Lake Ashley, GA",SAP Developer,"SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration, Hibernate","George Franklin is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, SQL, Data Migration, Hibernate. Adept at delivering quality work in fast-paced environments.","SAP Developer at Anderson-Nguyen (2011-2013): Worked on projects involving SAP Modules, SQL, SAP ABAP. | SAP Developer at Clay PLC (2012-2013): Worked on projects involving SAP Modules, SAP Fiori, SAP ABAP.","M.Tech from Gutierrez-Wilson University, Class of 2008","Project 1: Developed using Hibernate, SAP ABAP, Data Migration"
Michael Mitchell,chaselinda@example.net,"Johnsonhaven, CO",SAP Developer,"SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, UI/UX, TestNG","Michael Mitchell is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, UI/UX, TestNG. Adept at delivering quality work in fast-paced environments.","SAP Developer at Schroeder Ltd (2016-2020): Worked on projects involving SAP Modules, SAP Fiori, TestNG.","MBA from Castro, Brown and Rowland University, Class of 2021","Project 1: Developed using SAP Fiori, TestNG, SAP HANA"
Angela Richardson,watkinscynthia@example.net,"Lake Meredith, NJ",SAP Developer,"SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, Data Migration, Stored Procedures, UI/UX","Angela Richardson is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, Data Migration, Stored Procedures, UI/UX. Adept at delivering quality work in fast-paced environments.","SAP Developer at Garcia-Lawrence (2017-2019): Worked on projects involving SAP Fiori, SAP Modules, Data Migration.","M.Tech from Rodriguez LLC University, Class of 2013","Project 1: Developed using SAP HANA, Data Migration, SAP Fiori | Project 2: Developed using Stored Procedures, SAP Fiori, Data Migration"
Amber Simpson,roberthoward@example.net,"East Elizabeth, IN",SAP Developer,"SAP ABAP, SAP HANA, SAP Modules, SQL, Data Migration, PostgreSQL","Amber Simpson is an experienced SAP Developer with skills in SAP ABAP, SAP HANA, SAP Modules, SQL, Data Migration, PostgreSQL. Adept at delivering quality work in fast-paced environments.","SAP Developer at King Ltd (2019-2024): Worked on projects involving SQL, SAP ABAP, Data Migration.","M.Tech from Johnson Group University, Class of 2011","Project 1: Developed using Data Migration, SQL, SAP HANA"
Brent James,david25@example.net,"Thompsonmouth, MA",SAP Developer,"SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, Data Migration, Wireshark","Brent James is an experienced SAP Developer with skills in SAP ABAP, SAP Fiori, SAP HANA, SAP Modules, Data Migration, Wireshark. Adept at delivering quality work in fast-paced environments.","SAP Developer at Shannon-Ortega (2018-2019): Worked on projects involving Wireshark, Data Migration, SAP ABAP. | SAP Developer at Ballard, Jensen and Rodriguez (2019-2022): Worked on projects involving SAP HANA, Wireshark, SAP Modules.","M.Tech from Bennett Group University, Class of 2013","Project 1: Developed using Wireshark, SAP Fiori, SAP Modules | Project 2: Developed using SAP Fiori, Data Migration, Wireshark"
